1789446904	1582488	1	15
1789446904	1612731	1	15
1789446904	1614575	2	15
1789446904	1634548	1	15
1789446908	1582488	1	15
1789446908	1612731	1	15
1789446908	1614575	2	15
1789446908	1634548	1	15
1789447209	1582488	1	15
1789447209	1612731	1	15
1789447209	1614575	2	15
1789447209	1634548	1	15
1789447209	1639840	1	15
1789447209	1641579	1	15
1789447443	1582488	2	15
1789447443	1612731	1	15
1789447443	1614575	2	15
1789447443	1634548	1	15
1789447443	1639840	1	15
1789447443	1641579	1	15
1789447509	1582488	2	15
1789447509	1612731	1	15
1789447509	1614575	2	15
1789447509	1634548	1	15
1789447509	1639840	1	15
1789447509	1641579	1	15
1789447809	1582488	2	15
1789447809	1612731	1	15
1789447809	1614575	2	15
1789447809	1634548	1	15
1789447809	1639840	1	15
1789447809	1641579	1	15
1789447817	1582488	2	15
1789447817	1612731	1	15
1789447817	1614575	2	15
1789447817	1634548	1	15
1789447817	1639840	1	15
1789447817	1641579	1	15
1789448109	1582488	2	15
1789448109	1612731	1	15
1789448109	1614575	2	15
1789448109	1634548	1	15
1789448109	1639840	1	15
1789448109	1641579	1	15
1789448116	1582488	2	15
1789448116	1612731	1	15
1789448116	1614575	2	15
1789448116	1634548	1	15
1789448116	1639840	1	15
1789448116	1641579	1	15
1789448716	1582488	2	15
1789448716	1612731	1	15
1789448716	1614575	3	15
1789448716	1634548	2	15
1789448716	1639840	2	15
1789448716	1641579	2	15
1789449316	1582488	2	15
1789449316	1612731	1	15
1789449316	1614575	3	15
1789449316	1634548	2	15
1789449316	1639840	2	15
1789449316	1641579	2	15
1789449916	1582488	2	15
1789449916	1612731	2	15
1789449916	1614575	3	15
1789449916	1634548	3	15
1789449916	1639840	2	15
1789449916	1641579	2	15
1789450516	1582488	3	15
1789450516	1612731	2	15
1789450516	1614575	4	15
1789450516	1634548	3	15
1789450516	1639840	3	15
1789450516	1641579	3	15
1789451117	1582488	3	15
1789451117	1612731	2	15
1789451117	1614575	4	15
1789451117	1634548	3	15
1789451117	1639840	3	15
1789451117	1641579	3	15
1789451717	1582488	3	15
1789451717	1612731	2	15
1789451717	1614575	5	15
1789451717	1634548	4	15
1789451717	1639840	3	15
1789451717	1641579	3	15
1789452317	1582488	3	15
1789452317	1612731	3	15
1789452317	1614575	5	15
1789452317	1634548	4	15
1789452317	1639840	4	15
1789452317	1641579	4	15
1789452917	1582488	4	15
1789452917	1612731	3	15
1789452917	1614575	5	15
1789452917	1634548	4	15
1789452917	1639840	4	15
1789452917	1641579	4	15
1789453517	1582488	4	15
1789453517	1612731	3	15
1789453517	1614575	6	15
1789453517	1634548	5	15
1789453517	1639840	4	15
1789453517	1641579	5	15
1789454117	1582488	4	15
1789454117	1612731	3	15
1789454117	1614575	6	15
1789454117	1634548	5	15
1789454117	1639840	5	15
1789454117	1641579	5	15
1789454717	1582488	4	15
1789454717	1612731	3	15
1789454717	1614575	6	15
1789454717	1634548	5	15
1789454717	1639840	5	15
1789454717	1641579	5	15
1789455317	1582488	5	15
1789455317	1612731	4	15
1789455317	1614575	7	15
1789455317	1634548	6	15
1789455317	1639840	6	15
1789455317	1641579	6	15
1789455918	1582488	5	15
1789455918	1612731	4	15
1789455918	1614575	7	15
1789455918	1634548	6	15
1789455918	1639840	6	15
1789455918	1641579	6	15
1789456518	1582488	5	15
1789456518	1612731	4	15
1789456518	1614575	8	15
1789456518	1634548	7	15
1789456518	1639840	6	15
1789456518	1641579	6	15
1789457118	1582488	5	15
1789457118	1612731	4	15
1789457118	1614575	8	15
1789457118	1634548	7	15
1789457118	1639840	7	15
1789457118	1641579	7	15
1789457718	1582488	6	15
1789457718	1612731	5	15
1789457718	1614575	8	15
1789457718	1634548	7	15
1789457718	1639840	7	15
1789457718	1641579	7	15
1789458318	1582488	6	15
1789458318	1612731	5	15
1789458318	1614575	9	15
1789458318	1634548	8	15
1789458318	1639840	7	15
1789458318	1641579	8	15
1789458918	1582488	6	15
1789458918	1612731	5	15
1789458918	1614575	9	15
1789458918	1634548	8	15
1789458918	1639840	8	15
1789458918	1641579	8	15
1789459518	1582488	6	15
1789459518	1612731	5	15
