seed,donor,baseline,lineage,ifn_delta,rand,lodo,infl,leak_free
0,101,ctrl-pred,CD8T,1.8566028475761414,-0.016060354188084602,0.00843779623392038,-0.024498150422004983,True
0,101,cell-mean,CD8T,1.8566028475761414,0.673910990357399,0.6732544451951981,0.0006565451622009277,True
0,101,donor-shift,CD8T,1.8566028475761414,0.6694268733263016,0.666316032409668,0.003110840916633606,True
0,101,linear-PCA,CD8T,1.8566028475761414,0.6693549156188965,0.6659144312143326,0.003440484404563904,True
0,1015,ctrl-pred,CD8T,2.0672478079795837,-0.013586105458671227,-0.017618864236283116,0.004032758777611889,True
0,1015,cell-mean,CD8T,2.0672478079795837,0.6934188157320023,0.7089361250400543,-0.015517309308052063,True
0,1015,donor-shift,CD8T,2.0672478079795837,0.6857721582055092,0.7071663588285446,-0.02139420062303543,True
0,1015,linear-PCA,CD8T,2.0672478079795837,0.6856715753674507,0.706970252096653,-0.02129867672920227,True
0,1016,ctrl-pred,CD4T,1.850186049938202,0.004513703985139728,-0.0378071692539379,0.04232087323907763,True
0,1016,cell-mean,CD4T,1.850186049938202,0.6902070567011833,0.6250491999089718,0.06515785679221153,True
0,1016,donor-shift,CD4T,1.850186049938202,0.6822982057929039,0.6286021880805492,0.05369601771235466,True
0,1016,linear-PCA,CD4T,1.850186049938202,0.6819057315587997,0.628358282148838,0.0535474494099617,True
0,1039,ctrl-pred,CD4T,1.948953092098236,-0.0008029668824747205,0.004367632907815278,-0.005170599790289998,True
0,1039,cell-mean,CD4T,1.948953092098236,0.6722619384527206,0.6485127992928028,0.02374913915991783,True
0,1039,donor-shift,CD4T,1.948953092098236,0.662303127348423,0.623202919960022,0.03910020738840103,True
0,1039,linear-PCA,CD4T,1.948953092098236,0.6622025370597839,0.6231609284877777,0.039041608572006226,True
0,107,ctrl-pred,CD4T,1.9204429984092712,-0.014563115473720245,0.004224001080729067,-0.018787116554449312,True
0,107,cell-mean,CD4T,1.9204429984092712,0.6619734764099121,0.6332962960004807,0.028677180409431458,True
0,107,donor-shift,CD4T,1.9204429984092712,0.6499746665358543,0.6180873177945614,0.031887348741292953,True
0,107,linear-PCA,CD4T,1.9204429984092712,0.6496926136314869,0.6180177330970764,0.03167488053441048,True
0,1244,ctrl-pred,Mono_CD14,1.848552405834198,-0.012097597384126857,0.014184749335981905,-0.026282346720108762,True
0,1244,cell-mean,Mono_CD14,1.848552405834198,0.6864447668194771,0.6583342663943768,0.028110500425100327,True
0,1244,donor-shift,Mono_CD14,1.848552405834198,0.6807050406932831,0.6599810048937798,0.020724035799503326,True
0,1244,linear-PCA,Mono_CD14,1.848552405834198,0.6806975603103638,0.6599909514188766,0.02070660889148712,True
0,1256,ctrl-pred,CD4T,1.9503478407859802,0.004368998081190512,-0.029022505274042487,0.033391503355233,True
0,1256,cell-mean,CD4T,1.9503478407859802,0.6741686165332794,0.6491790525615215,0.02498956397175789,True
0,1256,donor-shift,CD4T,1.9503478407859802,0.6682901754975319,0.6523088067770004,0.015981368720531464,True
0,1256,linear-PCA,CD4T,1.9503478407859802,0.6681281104683876,0.6523660011589527,0.01576210930943489,True
0,1488,ctrl-pred,Mono_CD14,1.9747723937034607,0.02344377286499366,0.04281143838306889,-0.019367665518075228,True
0,1488,cell-mean,Mono_CD14,1.9747723937034607,0.6709695160388947,0.6827076300978661,-0.011738114058971405,True
0,1488,donor-shift,Mono_CD14,1.9747723937034607,0.6661291867494583,0.6794200241565704,-0.013290837407112122,True
0,1488,linear-PCA,Mono_CD14,1.9747723937034607,0.6659439206123352,0.6791699752211571,-0.013226054608821869,True
1,101,ctrl-pred,CD8T,1.8566028475761414,-0.032633874798193574,0.00843779623392038,-0.041071671032113954,True
1,101,cell-mean,CD8T,1.8566028475761414,0.694288045167923,0.6732544451951981,0.021033599972724915,True
1,101,donor-shift,CD8T,1.8566028475761414,0.6867744252085686,0.666316032409668,0.020458392798900604,True
1,101,linear-PCA,CD8T,1.8566028475761414,0.6866888701915741,0.6659144312143326,0.020774438977241516,True
1,1015,ctrl-pred,CD8T,2.0672478079795837,-0.04186362214386463,-0.017618864236283116,-0.024244757907581516,True
1,1015,cell-mean,CD8T,2.0672478079795837,0.6883648410439491,0.7089361250400543,-0.020571283996105194,True
1,1015,donor-shift,CD8T,2.0672478079795837,0.6777849644422531,0.7071663588285446,-0.029381394386291504,True
1,1015,linear-PCA,CD8T,2.0672478079795837,0.6776374131441116,0.706970252096653,-0.02933283895254135,True
1,1016,ctrl-pred,CD4T,1.850186049938202,0.010451873706188053,-0.0378071692539379,0.04825904296012595,True
1,1016,cell-mean,CD4T,1.850186049938202,0.6793578416109085,0.6250491999089718,0.05430864170193672,True
1,1016,donor-shift,CD4T,1.850186049938202,0.6774250492453575,0.6286021880805492,0.04882286116480827,True
1,1016,linear-PCA,CD4T,1.850186049938202,0.6772870272397995,0.628358282148838,0.048928745090961456,True
1,1039,ctrl-pred,CD4T,1.948953092098236,-0.0050147935980930924,0.004367632907815278,-0.00938242650590837,True
1,1039,cell-mean,CD4T,1.948953092098236,0.6555757001042366,0.6485127992928028,0.007062900811433792,True
1,1039,donor-shift,CD4T,1.948953092098236,0.6475818008184433,0.623202919960022,0.024378880858421326,True
1,1039,linear-PCA,CD4T,1.948953092098236,0.6473648026585579,0.6231609284877777,0.024203874170780182,True
1,107,ctrl-pred,CD4T,1.9204429984092712,-0.010977413388900459,0.004224001080729067,-0.015201414469629526,True
1,107,cell-mean,CD4T,1.9204429984092712,0.667802594602108,0.6332962960004807,0.03450629860162735,True
1,107,donor-shift,CD4T,1.9204429984092712,0.6606504023075104,0.6180873177945614,0.04256308451294899,True
1,107,linear-PCA,CD4T,1.9204429984092712,0.6604665815830231,0.6180177330970764,0.042448848485946655,True
1,1244,ctrl-pred,Mono_CD14,1.848552405834198,0.0021302542299963534,0.014184749335981905,-0.012054495105985552,True
1,1244,cell-mean,Mono_CD14,1.848552405834198,0.6698853224515915,0.6583342663943768,0.011551056057214737,True
1,1244,donor-shift,Mono_CD14,1.848552405834198,0.6654161252081394,0.6599810048937798,0.005435120314359665,True
1,1244,linear-PCA,Mono_CD14,1.848552405834198,0.665110856294632,0.6599909514188766,0.00511990487575531,True
1,1256,ctrl-pred,CD4T,1.9503478407859802,0.012294311309233308,-0.029022505274042487,0.041316816583275795,True
1,1256,cell-mean,CD4T,1.9503478407859802,0.6847339943051338,0.6491790525615215,0.03555494174361229,True
1,1256,donor-shift,CD4T,1.9503478407859802,0.6765163466334343,0.6523088067770004,0.02420753985643387,True
1,1256,linear-PCA,CD4T,1.9503478407859802,0.6765127554535866,0.6523660011589527,0.024146754294633865,True
1,1488,ctrl-pred,Mono_CD14,1.9747723937034607,0.012626499199541286,0.04281143838306889,-0.030184939183527604,True
1,1488,cell-mean,Mono_CD14,1.9747723937034607,0.6734679266810417,0.6827076300978661,-0.00923970341682434,True
1,1488,donor-shift,Mono_CD14,1.9747723937034607,0.6608350351452827,0.6794200241565704,-0.01858498901128769,True
1,1488,linear-PCA,Mono_CD14,1.9747723937034607,0.6606141142547131,0.6791699752211571,-0.018555860966444016,True
2,101,ctrl-pred,CD8T,1.8566028475761414,-0.02967723651090637,0.00843779623392038,-0.03811503274482675,True
2,101,cell-mean,CD8T,1.8566028475761414,0.6852742284536362,0.6732544451951981,0.01201978325843811,True
2,101,donor-shift,CD8T,1.8566028475761414,0.6788256019353867,0.666316032409668,0.012509569525718689,True
2,101,linear-PCA,CD8T,1.8566028475761414,0.6785478219389915,0.6659144312143326,0.012633390724658966,True
2,1015,ctrl-pred,CD8T,2.0672478079795837,-0.011623756217886694,-0.017618864236283116,0.005995108018396422,True
2,1015,cell-mean,CD8T,2.0672478079795837,0.6734990254044533,0.7089361250400543,-0.035437099635601044,True
2,1015,donor-shift,CD8T,2.0672478079795837,0.6599995121359825,0.7071663588285446,-0.0471668466925621,True
2,1015,linear-PCA,CD8T,2.0672478079795837,0.6598408669233322,0.706970252096653,-0.04712938517332077,True
2,1016,ctrl-pred,CD4T,1.850186049938202,0.007880971708800644,-0.0378071692539379,0.045688140962738544,True
2,1016,cell-mean,CD4T,1.850186049938202,0.6842661052942276,0.6250491999089718,0.059216905385255814,True
2,1016,donor-shift,CD4T,1.850186049938202,0.677525982260704,0.6286021880805492,0.0489237941801548,True
2,1016,linear-PCA,CD4T,1.850186049938202,0.677444115281105,0.628358282148838,0.049085833132267,True
2,1039,ctrl-pred,CD4T,1.948953092098236,-0.023892379365861416,0.004367632907815278,-0.028260012273676693,True
2,1039,cell-mean,CD4T,1.948953092098236,0.6778500154614449,0.6485127992928028,0.029337216168642044,True
2,1039,donor-shift,CD4T,1.948953092098236,0.6784259155392647,0.623202919960022,0.055222995579242706,True
2,1039,linear-PCA,CD4T,1.948953092098236,0.678316093981266,0.6231609284877777,0.05515516549348831,True
2,107,ctrl-pred,CD4T,1.9204429984092712,-0.01802752580260858,0.004224001080729067,-0.022251526883337647,True
2,107,cell-mean,CD4T,1.9204429984092712,0.6617909446358681,0.6332962960004807,0.02849464863538742,True
2,107,donor-shift,CD4T,1.9204429984092712,0.6577394679188728,0.6180873177945614,0.03965215012431145,True
2,107,linear-PCA,CD4T,1.9204429984092712,0.6574889048933983,0.6180177330970764,0.03947117179632187,True
2,1244,ctrl-pred,Mono_CD14,1.848552405834198,-0.003401324385777116,0.014184749335981905,-0.01758607372175902,True
2,1244,cell-mean,Mono_CD14,1.848552405834198,0.6563531905412674,0.6583342663943768,-0.0019810758531093597,True
2,1244,donor-shift,Mono_CD14,1.848552405834198,0.6429061256349087,0.6599810048937798,-0.01707487925887108,True
2,1244,linear-PCA,Mono_CD14,1.848552405834198,0.6426177993416786,0.6599909514188766,-0.01737315207719803,True
2,1256,ctrl-pred,CD4T,1.9503478407859802,0.0010730221110861748,-0.029022505274042487,0.030095527385128662,True
2,1256,cell-mean,CD4T,1.9503478407859802,0.69632438570261,0.6491790525615215,0.047145333141088486,True
2,1256,donor-shift,CD4T,1.9503478407859802,0.6863777339458466,0.6523088067770004,0.03406892716884613,True
2,1256,linear-PCA,CD4T,1.9503478407859802,0.6862632930278778,0.6523660011589527,0.033897291868925095,True
2,1488,ctrl-pred,Mono_CD14,1.9747723937034607,0.014453260810114443,0.04281143838306889,-0.028358177572954446,True
2,1488,cell-mean,Mono_CD14,1.9747723937034607,0.6864241808652878,0.6827076300978661,0.0037165507674217224,True
2,1488,donor-shift,Mono_CD14,1.9747723937034607,0.6768330931663513,0.6794200241565704,-0.002586930990219116,True
2,1488,linear-PCA,Mono_CD14,1.9747723937034607,0.6768404543399811,0.6791699752211571,-0.002329520881175995,True
3,101,ctrl-pred,CD8T,1.8566028475761414,0.0031017980072647333,0.00843779623392038,-0.005335998226655647,True
3,101,cell-mean,CD8T,1.8566028475761414,0.6869816035032272,0.6732544451951981,0.013727158308029175,True
3,101,donor-shift,CD8T,1.8566028475761414,0.6781704276800156,0.666316032409668,0.011854395270347595,True
3,101,linear-PCA,CD8T,1.8566028475761414,0.6780040115118027,0.6659144312143326,0.012089580297470093,True
3,1015,ctrl-pred,CD8T,2.0672478079795837,0.008171039866283536,-0.017618864236283116,0.025789904102566652,True
3,1015,cell-mean,CD8T,2.0672478079795837,0.6674874499440193,0.7089361250400543,-0.041448675096035004,True
3,1015,donor-shift,CD8T,2.0672478079795837,0.6606350764632225,0.7071663588285446,-0.04653128236532211,True
3,1015,linear-PCA,CD8T,2.0672478079795837,0.6605271697044373,0.706970252096653,-0.04644308239221573,True
3,1016,ctrl-pred,CD4T,1.850186049938202,-0.02430914997239597,-0.0378071692539379,0.013498019281541929,True
3,1016,cell-mean,CD4T,1.850186049938202,0.6729983612895012,0.6250491999089718,0.047949161380529404,True
3,1016,donor-shift,CD4T,1.850186049938202,0.6695884391665459,0.6286021880805492,0.04098625108599663,True
3,1016,linear-PCA,CD4T,1.850186049938202,0.6692430377006531,0.628358282148838,0.04088475555181503,True
3,1039,ctrl-pred,CD4T,1.948953092098236,-0.003925716991943773,0.004367632907815278,-0.00829334989975905,True
3,1039,cell-mean,CD4T,1.948953092098236,0.6728892847895622,0.6485127992928028,0.024376485496759415,True
3,1039,donor-shift,CD4T,1.948953092098236,0.6670483201742172,0.623202919960022,0.04384540021419525,True
3,1039,linear-PCA,CD4T,1.948953092098236,0.6669552102684975,0.6231609284877777,0.04379428178071976,True
3,107,ctrl-pred,CD4T,1.9204429984092712,0.018452252843417227,0.004224001080729067,0.01422825176268816,True
3,107,cell-mean,CD4T,1.9204429984092712,0.6757818832993507,0.6332962960004807,0.04248558729887009,True
3,107,donor-shift,CD4T,1.9204429984092712,0.6719969138503075,0.6180873177945614,0.05390959605574608,True
3,107,linear-PCA,CD4T,1.9204429984092712,0.6716741994023323,0.6180177330970764,0.05365646630525589,True
3,1244,ctrl-pred,Mono_CD14,1.848552405834198,-0.01284569047857076,0.014184749335981905,-0.027030439814552665,True
3,1244,cell-mean,Mono_CD14,1.848552405834198,0.672619104385376,0.6583342663943768,0.014284837990999222,True
3,1244,donor-shift,Mono_CD14,1.848552405834198,0.6633293926715851,0.6599810048937798,0.0033483877778053284,True
3,1244,linear-PCA,Mono_CD14,1.848552405834198,0.6633298844099045,0.6599909514188766,0.003338932991027832,True
3,1256,ctrl-pred,CD4T,1.9503478407859802,0.00324095506221056,-0.029022505274042487,0.03226346033625305,True
3,1256,cell-mean,CD4T,1.9503478407859802,0.6842453181743622,0.6491790525615215,0.03506626561284065,True
3,1256,donor-shift,CD4T,1.9503478407859802,0.6755332127213478,0.6523088067770004,0.02322440594434738,True
3,1256,linear-PCA,CD4T,1.9503478407859802,0.6754543036222458,0.6523660011589527,0.023088302463293076,True
3,1488,ctrl-pred,Mono_CD14,1.9747723937034607,-0.013141036848537624,0.04281143838306889,-0.05595247523160651,True
3,1488,cell-mean,Mono_CD14,1.9747723937034607,0.685746930539608,0.6827076300978661,0.0030393004417419434,True
3,1488,donor-shift,Mono_CD14,1.9747723937034607,0.6774191483855247,0.6794200241565704,-0.002000875771045685,True
