baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CellFlow,flow,C2_lodo_D349,run_headline,True,True,119914,600,2,0.2434472292661667,0.226054847240448,0.2608396112918854,6.152608181149649,,,D349
CellFlow,flow,C2_lodo_D355,run_headline,True,True,119914,600,2,0.3999009355902672,0.16142497956752777,0.6383768916130066,6.568328145567729,,,D355
CellFlow,flow,C2_lodo_D364,run_headline,True,True,120030,484,2,0.18161803856492043,0.10509870201349258,0.25813737511634827,5.691533008323507,,,D364
CellFlow,flow,C2_lodo_D370,run_headline,True,True,119914,600,2,0.2353074513375759,0.07918339222669601,0.3914315104484558,5.81658004290881,,,D370
CellFlow,flow,C2_lodo_D379,run_headline,True,True,120080,434,2,0.13093429431319237,0.1210818663239479,0.14078672230243683,6.1904541054515985,,,D379
CellFlow,flow,C2_lodo_D388,run_headline,True,True,119914,600,2,0.21235932409763336,0.15375784039497375,0.27096080780029297,5.584381667804444,,,D388
CellFlow,flow,C2_lodo_D394,run_headline,True,True,119914,600,2,0.20847243629395962,-0.06179593876004219,0.4787408113479614,4.828791674083182,,,D394
CellFlow,flow,C2_lodo_D406,run_headline,True,True,119914,600,2,0.19728228449821472,0.1747674196958542,0.21979714930057526,5.374027560854218,,,D406
CellFlow,flow,C2_lodo_D412,run_headline,True,True,119914,600,2,0.15853840485215187,0.07345709949731827,0.24361971020698547,5.366767622740359,,,D412
CellFlow,flow,C2_lodo_D418,run_headline,True,True,119996,518,2,0.23921514302492142,0.1842598170042038,0.29417046904563904,6.614518074521701,,,D418
CellFlow,flow,C2_lodo_D424,run_headline,True,True,120214,300,1,0.08894675225019455,0.08894675225019455,0.08894675225019455,5.68751448469914,,,D424
CellFlow,flow,C2_lodo_D430,run_headline,True,True,119914,600,2,0.31538747251033783,0.3050035536289215,0.32577139139175415,6.568877262864067,,,D430
CellFlow,flow,C2_lodo_D436,run_headline,True,True,119914,600,2,0.21948646754026413,0.10921718180179596,0.3297557532787323,5.726754598442952,,,D436
CellFlow,flow,C2_lodo_D445,run_headline,True,True,119914,600,2,0.23340005055069923,-0.07972686737775803,0.5465269684791565,5.496005751167361,,,D445
CellFlow,flow,C2_lodo_D451,run_headline,True,True,119914,600,2,0.5087466388940811,0.4378797113895416,0.5796135663986206,6.711224094456233,,,D451
CellFlow,flow,C2_lodo_D457,run_headline,True,True,119914,600,2,0.23629849683493376,0.022126993164420128,0.4504700005054474,5.788123544520637,,,D457
CellFlow,flow,C2_lodo_D463,run_headline,True,True,119914,600,2,0.34003065526485443,0.15495190024375916,0.5251094102859497,5.5629888517407355,,,D463
CellFlow,flow,C2_lodo_D483,run_headline,True,True,119914,600,2,0.24241596460342407,0.07598599791526794,0.4088459312915802,5.411924288922201,,,D483
