baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CellFlow,flow,C2_lodo_D351,run_headline,True,True,119914,600,2,0.23604384809732437,0.17750616371631622,0.2945815324783325,6.1649182897139125,,,D351
CellFlow,flow,C2_lodo_D357,run_headline,True,True,120054,460,2,0.27369898557662964,0.16143697500228882,0.38596099615097046,5.611801536626861,,,D357
CellFlow,flow,C2_lodo_D366,run_headline,True,True,119980,534,2,0.07013076031580567,0.009343733079731464,0.13091778755187988,6.5633284198376876,,,D366
CellFlow,flow,C2_lodo_D372,run_headline,True,True,120018,496,2,0.011324848979711533,-0.11746702343225479,0.14011672139167786,6.293054611424274,,,D372
CellFlow,flow,C2_lodo_D381,run_headline,True,True,120172,342,2,0.16027702018618584,0.0814979150891304,0.23905612528324127,5.91655020945444,,,D381
CellFlow,flow,C2_lodo_D390,run_headline,True,True,119961,553,2,0.13663936406373978,0.1317283660173416,0.14155036211013794,5.919307100008321,,,D390
CellFlow,flow,C2_lodo_D396,run_headline,True,True,119914,600,2,0.1509881727397442,0.05440119653940201,0.24757514894008636,5.658872518539063,,,D396
CellFlow,flow,C2_lodo_D408,run_headline,True,True,119914,600,2,0.10709144501015544,-0.00876063946634531,0.2229435294866562,5.3682758545334766,,,D408
CellFlow,flow,C2_lodo_D414,run_headline,True,True,119914,600,2,0.18852639198303223,0.1699313223361969,0.20712146162986755,5.376339197183414,,,D414
CellFlow,flow,C2_lodo_D420,run_headline,True,True,120128,386,2,0.27690089493989944,0.21306900680065155,0.34073278307914734,7.1992501118438055,,,D420
CellFlow,flow,C2_lodo_D426,run_headline,True,True,119914,600,2,0.18158727884292603,0.07595565915107727,0.2872188985347748,6.330144799992537,,,D426
CellFlow,flow,C2_lodo_D432,run_headline,True,True,119914,600,2,0.12810517195612192,-0.028226537629961967,0.2844368815422058,6.182042313633909,,,D432
CellFlow,flow,C2_lodo_D440,run_headline,True,True,119914,600,2,0.17621516436338425,0.1727832704782486,0.1796470582485199,5.299216453189706,,,D440
CellFlow,flow,C2_lodo_D447,run_headline,True,True,119914,600,2,0.2883013328537345,0.0278566163033247,0.5487460494041443,8.859961132297359,,,D447
CellFlow,flow,C2_lodo_D453,run_headline,True,True,119914,600,2,0.2583150193095207,0.06499888002872467,0.4516311585903168,5.345841645348869,,,D453
CellFlow,flow,C2_lodo_D459,run_headline,True,True,119914,600,2,0.3270896412432194,0.11445678025484085,0.5397225022315979,6.218313081663271,,,D459
CellFlow,flow,C2_lodo_D465,run_headline,True,True,119914,600,2,0.3190601095557213,0.18408747017383575,0.4540327489376068,5.588228672990059,,,D465
CellFlow,flow,C2_lodo_D485,run_headline,True,True,119914,600,2,0.2035694569349289,0.17311395704746246,0.23402495682239532,5.868151646194077,,,D485
