baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CellFlow,flow,C2_lodo_D350,run_headline,True,True,119981,555,2,0.15294760838150978,-0.09206714481115341,0.397962361574173,7.468926714707176,,,D350
CellFlow,flow,C2_lodo_D356,run_headline,True,True,119973,541,2,0.1846563220024109,0.06790748238563538,0.3014051616191864,5.772474452483414,,,D356
CellFlow,flow,C2_lodo_D365,run_headline,True,True,119965,549,2,0.2990593910217285,0.2615150809288025,0.33660370111465454,5.884403946435487,,,D365
CellFlow,flow,C2_lodo_D371,run_headline,True,True,120095,419,2,0.14465885027311742,0.0028599235229194164,0.28645777702331543,6.926157381017837,,,D371
CellFlow,flow,C2_lodo_D380,run_headline,True,True,120173,341,2,0.1858753114938736,0.15699340403079987,0.21475721895694733,6.586759209531073,,,D380
CellFlow,flow,C2_lodo_D389,run_headline,True,True,119962,552,2,0.1881304755806923,0.13001690804958344,0.24624404311180115,5.884895406699075,,,D389
CellFlow,flow,C2_lodo_D395,run_headline,True,True,119914,600,2,0.18642274290323257,0.17258964478969574,0.2002558410167694,5.217791763684881,,,D395
CellFlow,flow,C2_lodo_D407,run_headline,True,True,119914,600,2,0.19354563392698765,0.029079455882310867,0.35801181197166443,5.599249194305207,,,D407
CellFlow,flow,C2_lodo_D413,run_headline,True,True,119914,600,2,0.07441040585399605,0.0005690546822734177,0.1482517570257187,5.492960587003756,,,D413
CellFlow,flow,C2_lodo_D419,run_headline,True,True,120048,466,2,0.235470250248909,0.16657337546348572,0.3043671250343323,6.388306680515456,,,D419
CellFlow,flow,C2_lodo_D425,run_headline,True,True,120214,300,1,0.15074048936367035,0.15074048936367035,0.15074048936367035,5.701441074336072,,,D425
CellFlow,flow,C2_lodo_D431,run_headline,True,True,119914,600,2,0.15097148343920708,0.11681575328111649,0.18512721359729767,5.976148320089856,,,D431
CellFlow,flow,C2_lodo_D439,run_headline,True,True,119914,600,2,0.15871923603117466,-0.041488658636808395,0.3589271306991577,6.075689877888852,,,D439
CellFlow,flow,C2_lodo_D446,run_headline,True,True,119914,600,2,0.21343092620372772,-0.14038041234016418,0.5672422647476196,5.583750104899274,,,D446
CellFlow,flow,C2_lodo_D452,run_headline,True,True,119914,600,2,0.2320890799164772,0.03894524276256561,0.4252329170703888,5.402160299488378,,,D452
CellFlow,flow,C2_lodo_D458,run_headline,True,True,119914,600,2,0.3113357424736023,0.2811279296875,0.3415435552597046,4.960719179101174,,,D458
CellFlow,flow,C2_lodo_D464,run_headline,True,True,119914,600,2,0.3001035563647747,0.08745463937520981,0.5127524733543396,5.5060205369366955,,,D464
CellFlow,flow,C2_lodo_D484,run_headline,True,True,119914,600,2,0.15770574659109116,0.08619566261768341,0.2292158305644989,5.9250097630779095,,,D484
