baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CellFlow,flow,C2_lodo_D348,run_headline,True,True,119914,600,2,0.18813657015562057,0.17013488709926605,0.2061382532119751,6.043711577238857,,,D348
CellFlow,flow,C2_lodo_D354,run_headline,True,True,119914,600,2,0.2955901511013508,0.11225435882806778,0.4789259433746338,5.769160351492941,,,D354
CellFlow,flow,C2_lodo_D363,run_headline,True,True,119942,572,2,0.20508725941181183,0.11853617429733276,0.2916383445262909,5.3715984606203415,,,D363
CellFlow,flow,C2_lodo_D369,run_headline,True,True,119981,533,2,0.28917457163333893,0.1951310932636261,0.38321805000305176,6.684644503861108,,,D369
CellFlow,flow,C2_lodo_D378,run_headline,True,True,120143,371,2,0.2620782256126404,0.19132715463638306,0.3328292965888977,6.477152520743441,,,D378
CellFlow,flow,C2_lodo_D387,run_headline,True,True,120042,472,2,0.1811620630323887,0.03056321293115616,0.3317609131336212,6.019264771862528,,,D387
CellFlow,flow,C2_lodo_D393,run_headline,True,True,119914,600,2,0.19082875549793243,0.18612366914749146,0.1955338418483734,5.307614826896756,,,D393
CellFlow,flow,C2_lodo_D405,run_headline,True,True,119914,600,2,0.22653542459011078,0.16681045293807983,0.2862603962421417,5.009759684715574,,,D405
CellFlow,flow,C2_lodo_D411,run_headline,True,True,119914,600,2,0.15859180688858032,0.10629858076572418,0.21088503301143646,5.26931105651836,,,D411
CellFlow,flow,C2_lodo_D417,run_headline,True,True,120144,370,2,0.35509948432445526,0.3347008526325226,0.37549811601638794,6.232244808962464,,,D417
CellFlow,flow,C2_lodo_D423,run_headline,True,True,120214,300,1,0.05439567565917969,0.05439567565917969,0.05439567565917969,6.838439420014,,,D423
CellFlow,flow,C2_lodo_D429,run_headline,True,True,119914,600,2,0.1626037135720253,0.12992142140865326,0.19528600573539734,5.775253203302285,,,D429
CellFlow,flow,C2_lodo_D435,run_headline,True,True,119914,600,2,0.22179425723152235,0.0017183913150802255,0.4418701231479645,5.273543337036391,,,D435
CellFlow,flow,C2_lodo_D443,run_headline,True,True,119914,600,2,0.1546072270721197,0.05385635420680046,0.25535809993743896,5.560346737150304,,,D443
CellFlow,flow,C2_lodo_D450,run_headline,True,True,119914,600,2,0.2610401064157486,0.18722683191299438,0.3348533809185028,5.463249842981822,,,D450
CellFlow,flow,C2_lodo_D456,run_headline,True,True,119914,600,2,0.25243367440998554,0.021011296659708023,0.48385605216026306,5.458748287685912,,,D456
CellFlow,flow,C2_lodo_D462,run_headline,True,True,119914,600,2,0.24929575622081757,0.023052185773849487,0.47553932666778564,5.885158185854339,,,D462
CellFlow,flow,C2_lodo_D482,run_headline,True,True,119914,600,2,0.2288791611790657,0.079734668135643,0.3780236542224884,5.412974587173719,,,D482
