baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CellFlow,flow,C2_lodo_D352,run_headline,True,True,119914,600,2,0.23045463114976883,0.18560253083705902,0.27530673146247864,6.654706351566887,,,D352
CellFlow,flow,C2_lodo_D358,run_headline,True,True,119976,538,2,0.2161582186818123,0.07500208914279938,0.3573143482208252,5.711963356528427,,,D358
CellFlow,flow,C2_lodo_D367,run_headline,True,True,120006,508,2,0.20529606193304062,0.14610742032527924,0.264484703540802,5.497486959729203,,,D367
CellFlow,flow,C2_lodo_D373,run_headline,True,True,119938,576,2,0.1400759369134903,0.10847121477127075,0.17168065905570984,6.018630766239476,,,D373
CellFlow,flow,C2_lodo_D382,run_headline,True,True,119914,600,2,0.1942179137840867,0.007695512846112251,0.38074031472206116,6.1570458576205045,,,D382
CellFlow,flow,C2_lodo_D391,run_headline,True,True,119918,596,2,0.23418273031711578,0.21458297967910767,0.2537824809551239,5.788459414242448,,,D391
CellFlow,flow,C2_lodo_D397,run_headline,True,True,119914,600,2,0.21349435672163963,-0.02198738604784012,0.4489760994911194,5.437805352200692,,,D397
CellFlow,flow,C2_lodo_D409,run_headline,True,True,119947,567,2,0.16061346232891083,-0.09953030943870544,0.4207572340965271,5.385467288564089,,,D409
CellFlow,flow,C2_lodo_D415,run_headline,True,True,119914,600,2,0.20411303639411926,0.14533701539039612,0.2628890573978424,6.0472138089174265,,,D415
CellFlow,flow,C2_lodo_D421,run_headline,True,True,120214,300,1,0.11090625822544098,0.11090625822544098,0.11090625822544098,5.54748194120879,,,D421
CellFlow,flow,C2_lodo_D427,run_headline,True,True,119914,600,2,0.1079667555168271,0.0225206408649683,0.1934128701686859,6.173968065990854,,,D427
CellFlow,flow,C2_lodo_D433,run_headline,True,True,119914,600,2,0.21050136513076723,0.004375800024718046,0.4166269302368164,6.133481467770067,,,D433
CellFlow,flow,C2_lodo_D441,run_headline,True,True,119914,600,2,0.20291750505566597,0.11846417933702469,0.28737083077430725,5.613577537591928,,,D441
CellFlow,flow,C2_lodo_D448,run_headline,True,True,119914,600,2,0.2892397821415216,-0.007599437143653631,0.5860790014266968,5.789995379039539,,,D448
CellFlow,flow,C2_lodo_D454,run_headline,True,True,120514,300,1,0.6384586691856384,0.6384586691856384,0.6384586691856384,5.807183045155023,,,D454
CellFlow,flow,C2_lodo_D460,run_headline,True,True,119914,600,2,0.17054469510912895,-0.10979197174310684,0.45088136196136475,5.0818639399469765,,,D460
CellFlow,flow,C2_lodo_D466,run_headline,True,True,119914,600,2,0.20820921659469604,0.07369741797447205,0.34272101521492004,5.619739177175502,,,D466
