held_frac_pct,surface_marker,rna_gene,n_held_KO,surf_mean,surf_sd,surf_ci_lo,surf_ci_hi,surf_straddles0,surf_z,rna_mean,rna_sd,rna_ci_lo,rna_ci_hi,rna_straddles0,rna_z,paired_pearson
25,CD274,CD274,62,0.0420544296503067,0.14951550960540771,0.004837675661026643,0.07927118363958677,False,2.214732846629137,-0.05790654569864273,0.06434012204408646,-0.07392181060376542,-0.041891280793520044,False,-7.086660427462538,0.35851234524860326
25,HLA_A,HLA-A,62,-0.05415645241737366,0.23929427564144135,-0.1137205485509054,0.005407643716158081,True,-1.7820247961213522,-0.03834846615791321,0.1079157218337059,-0.06521038089612408,-0.011486551419702333,False,-2.7980735276829,0.07824872578777359
25,HLA_E,HLA-E,62,0.15165817737579346,0.2244158834218979,0.09579754628379572,0.2075188084677912,False,5.32118165883242,-0.13975632190704346,0.1264369785785675,-0.171228467768868,-0.10828417604521892,False,-8.703485258113618,0.07320745190591743
25,CD58,CD58,62,-0.14712099730968475,0.12629713118076324,-0.1785583329620945,-0.115683661657275,False,-9.172273989271524,-0.02835182473063469,0.04773866385221481,-0.040234726464733826,-0.016468922996535552,False,-4.676345610817993,-0.06471045595045388
25,CD59,CD59,62,-0.01074001844972372,0.11150121688842773,-0.03849441910951912,0.01701438221007168,True,-0.758440061912307,-0.01722576469182968,0.08507554233074188,-0.03840240073302661,0.003950871349367245,True,-1.594298468201828,0.22209042785813102
25,CD47,CD47,62,0.004658591467887163,0.08500225841999054,-0.01649980305920194,0.025816985994976265,True,0.43153895651460794,-0.08334355056285858,0.10412072390317917,-0.10926083082974948,-0.05742627029596768,False,-6.302758459404185,0.3641989249137602
25,CD119,IFNGR1,62,-0.07603268325328827,0.14718252420425415,-0.11266872060678612,-0.03939664589979042,False,-4.067615702716243,0.05498413369059563,0.06045844033360481,0.03993508020838781,0.07003318717280343,False,7.161043176709647,-0.170073053609839
25,CD44,CD44,62,0.018391378223896027,0.05520331859588623,0.0046504069159893895,0.03213234953180266,False,2.6232817271184534,-0.07569822669029236,0.08812368661165237,-0.09763359362252437,-0.05376285975806035,False,-6.763770966990832,0.43364658525507604
25,CD29,ITGB1,62,-0.00420698057860136,0.06493295729160309,-0.020369811469495215,0.011955850312292494,True,-0.5101538507319086,-0.050165385007858276,0.08790888637304306,-0.07204728479371691,-0.02828348522199963,False,-4.493318626270714,-0.17372886373324278
25,CD49f,ITGA6,62,0.04581374675035477,0.17748792469501495,0.0016342201789968092,0.08999327332171272,False,2.0324639170250456,-0.01825113780796528,0.11429644376039505,-0.046701314251241466,0.010199038635310912,True,-1.2573409817619383,0.5108625330714104
25,CD184,CXCR4,62,-0.2526475787162781,0.18611305952072144,-0.2989740365443321,-0.20632112088822407,False,-10.688927629715865,0.00034588424023240805,0.0016099916538223624,-5.4867918946493934e-05,0.00074663639941131,True,1.6916207140705273,-0.07637350898330647
25,CD309,KDR,62,0.15246450901031494,0.2505366802215576,0.09010200215263577,0.21482701586799413,False,4.791740448516034,0.0003318814269732684,0.02087075635790825,-0.004863176978622271,0.005526939832568808,True,0.1252104583280038,-0.3348048753146029
50,CD274,CD274,124,-0.022641906514763832,0.2587077021598816,-0.06817703926405572,0.022893226234528045,True,-0.974573227986253,-0.06354682147502899,0.0601857453584671,-0.07414011221060672,-0.05295353073945126,False,-11.75739291330426,0.4544642522837079
50,HLA_A,HLA-A,124,-0.04198170453310013,0.18737205862998962,-0.07496105339667547,-0.009002355669524793,False,-2.494974331811529,-0.05362175405025482,0.0890481024980545,-0.06929510716061402,-0.03794840093989563,False,-6.705438586520535,0.10599902550564978
50,HLA_E,HLA-E,124,0.19262655079364777,0.21453581750392914,0.1548661097709755,0.23038699181632002,False,9.998323425169755,-0.1416148692369461,0.1518378108739853,-0.16833983651386145,-0.11488990196003077,False,-10.385795443780253,0.14820816820775135
50,CD58,CD58,124,-0.12765318155288696,0.13792634010314941,-0.1519295913922026,-0.10337677171357132,False,-10.306121869405068,-0.021307269111275673,0.05276530608534813,-0.030594488614576313,-0.012020049607975033,False,-4.496661250674782,0.09141928004741572
50,CD59,CD59,124,-0.014242883771657944,0.10681286454200745,-0.03304301196902659,0.004557244425710708,True,-1.484858982628999,-0.01840483769774437,0.09864839166402817,-0.03576793733653912,-0.0010417380589496164,False,-2.0775564144253234,0.06747781118526186
50,CD47,CD47,124,0.00016929641424212605,0.06853528320789337,-0.011893596158446354,0.012232188986930606,True,0.027507073666360994,-0.09583868831396103,0.10952457040548325,-0.11511610375650838,-0.07656127287141368,False,-9.744064393940443,0.038787188674180254
50,CD119,IFNGR1,124,-0.0786328837275505,0.14952236413955688,-0.10495030931341501,-0.052315458141686,False,-5.856105476718954,0.06629659235477448,0.058932650834321976,0.05592385873840108,0.07666932597114787,False,12.526971010610213,0.16535371735641344
50,CD44,CD44,124,0.027738047763705254,0.03156585991382599,0.02218214196916756,0.033293953558242946,False,9.785186543617026,-0.05330226570367813,0.09716854244470596,-0.07040489713805456,-0.03619963426930169,False,-6.108447198575946,0.2417577088602386
50,CD29,ITGB1,124,-0.00900382362306118,0.06342093646526337,-0.020166540221446257,0.002158892975323897,True,-1.5809028088112431,-0.04561715945601463,0.08644983917474747,-0.06083319233834566,-0.030401126573683608,False,-5.875906703292597,0.26479182345099583
50,CD49f,ITGA6,124,0.00018749313312582672,0.17771556973457336,-0.031092217489787077,0.03146720375603873,True,0.011748183757365362,-0.004845617339015007,0.09541258960962296,-0.021639183582137164,0.01194794890410715,True,-0.5655282106158864,0.4395349520626704
50,CD184,CXCR4,124,-0.26543912291526794,0.19460321962833405,-0.2996912281492262,-0.23118701768130967,False,-15.188880141768275,0.00012226511898916215,0.0013559856452047825,-0.00011640186249241551,0.0003609321004707398,True,1.0040569009448805,-0.03406131198845559
