baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CINEMA-OT,ot,C2_lodo_D348,run_headline,True,True,119914,600,2,0.23711861396901707,0.19862773264434969,0.27560949529368445,6.032558362539716,,,D348
CINEMA-OT,ot,C2_lodo_D349,run_headline,True,True,119914,600,2,0.25517174673834747,0.23311040459793492,0.27723308887876,6.164399695372351,,,D349
CINEMA-OT,ot,C2_lodo_D350,run_headline,True,True,119981,555,2,0.1746069424701868,-0.12303312898531639,0.47224701392568996,7.176656340066974,,,D350
CINEMA-OT,ot,C2_lodo_D351,run_headline,True,True,119914,600,2,0.23274679547443902,-0.0024611611345986945,0.46795475208347675,6.213423531500157,,,D351
CINEMA-OT,ot,C2_lodo_D352,run_headline,True,True,119914,600,2,0.2903283415143525,0.22240498479705068,0.35825169823165437,6.651090258982967,,,D352
CINEMA-OT,ot,C2_lodo_D353,run_headline,True,True,119931,583,2,0.2709897456527845,0.058926431717886155,0.48305305958768285,6.847415435229333,,,D353
CINEMA-OT,ot,C2_lodo_D354,run_headline,True,True,119914,600,2,0.26734111781992986,0.2164079649189079,0.3182742707209518,6.051426965932677,,,D354
CINEMA-OT,ot,C2_lodo_D355,run_headline,True,True,119914,600,2,0.4796952758159662,0.2097531220135418,0.7496374296183906,6.333390085811952,,,D355
CINEMA-OT,ot,C2_lodo_D356,run_headline,True,True,119973,541,2,0.23303006081392455,0.18574436561532448,0.2803157560125246,5.863785138877453,,,D356
CINEMA-OT,ot,C2_lodo_D357,run_headline,True,True,120054,460,2,0.29945685640729786,0.1163240108441093,0.48258970197048645,5.888156958969296,,,D357
CINEMA-OT,ot,C2_lodo_D358,run_headline,True,True,119976,538,2,0.3754982573182636,0.27059036756323845,0.48040614707328866,5.863556172706404,,,D358
CINEMA-OT,ot,C2_lodo_D359,run_headline,True,True,119914,600,2,0.36887238224073127,0.3037859266184016,0.4339588378630609,6.53484367451171,,,D359
CINEMA-OT,ot,C2_lodo_D363,run_headline,True,True,119942,572,2,0.22269071336836463,0.21040704465997984,0.23497438207674942,5.44141395743186,,,D363
CINEMA-OT,ot,C2_lodo_D364,run_headline,True,True,120030,484,2,0.22652969343263743,0.2135111943608626,0.23954819250441226,5.682423967782068,,,D364
