task_key,unit,stratum,partition,independent_control_r,shared_control_r
T3,mccutcheon_CRISPRa,perturbation=MYB,0,0.05592071615096408,0.30399734889031776
T3,mccutcheon_CRISPRa,perturbation=MYB,1,0.08594427754857084,0.4087278991409423
T3,mccutcheon_CRISPRa,perturbation=MYB,2,0.11861957617426526,0.4614023255964075
T3,mccutcheon_CRISPRa,perturbation=MYB,3,0.1760253304130321,0.4924125008989244
T3,mccutcheon_CRISPRa,perturbation=MYB,4,0.04292976304695196,0.39694661842816614
T3,mccutcheon_CRISPRa,perturbation=MYB,5,0.1936451928608915,0.37910601696974316
T3,mccutcheon_CRISPRa,perturbation=MYB,6,0.22345103570908825,0.4244231790984761
T3,mccutcheon_CRISPRa,perturbation=MYB,7,-0.07624544931030942,0.33150241391379764
T3,mccutcheon_CRISPRa,perturbation=MYB,8,0.1974942153399297,0.48539663678777395
T3,mccutcheon_CRISPRa,perturbation=MYB,9,0.08751563099237476,0.3821217201304814
T3,mccutcheon_CRISPRa,perturbation=MYB,10,0.12862805945364267,0.40442881799413277
T3,mccutcheon_CRISPRa,perturbation=MYB,11,0.10122096620689708,0.4356738984789937
T3,mccutcheon_CRISPRa,perturbation=MYB,12,0.14261451583210194,0.44438784361628164
T3,mccutcheon_CRISPRa,perturbation=MYB,13,-0.04450914763404526,0.385868171965096
T3,mccutcheon_CRISPRa,perturbation=MYB,14,0.027851157935650666,0.3831380946838111
T3,mccutcheon_CRISPRa,perturbation=MYB,15,0.1840598009095166,0.49867541520030656
T3,mccutcheon_CRISPRa,perturbation=MYB,16,0.12335046439613456,0.4966402404480925
T3,mccutcheon_CRISPRa,perturbation=MYB,17,0.13733177358020296,0.3696509207787026
T3,mccutcheon_CRISPRa,perturbation=MYB,18,0.20541567888767637,0.4367990650639785
T3,mccutcheon_CRISPRa,perturbation=MYB,19,0.12820504583641537,0.4007156408258465
T3,mccutcheon_CRISPRa,perturbation=MYB,20,0.13874551123076925,0.47899308303562776
T3,mccutcheon_CRISPRa,perturbation=MYB,21,0.020499488685233196,0.3548165196205131
T3,mccutcheon_CRISPRa,perturbation=MYB,22,0.1338977908105958,0.38316753040237744
T3,mccutcheon_CRISPRa,perturbation=MYB,23,-0.03210201863877136,0.42080370295145547
T3,mccutcheon_CRISPRa,perturbation=MYB,24,0.21771983790766444,0.3238522808109675
T3,mccutcheon_CRISPRa,perturbation=MYB,25,0.0879536358740377,0.4240938104063403
T3,mccutcheon_CRISPRa,perturbation=MYB,26,-0.03428415041711144,0.3079449652888386
T3,mccutcheon_CRISPRa,perturbation=MYB,27,0.11732236541895352,0.32325958657093884
T3,mccutcheon_CRISPRa,perturbation=MYB,28,0.140937105216075,0.43749216973272903
T3,mccutcheon_CRISPRa,perturbation=MYB,29,0.1210503538771041,0.4101088734710677
T3,mccutcheon_CRISPRa,perturbation=MYB,30,0.15205977323816164,0.41507252336822636
T3,mccutcheon_CRISPRa,perturbation=MYB,31,0.12058902946907325,0.41747196315451723
T3,mccutcheon_CRISPRa,perturbation=MYB,32,0.11927935820178655,0.5136887796150601
T3,mccutcheon_CRISPRa,perturbation=MYB,33,0.129335954869688,0.4148965446363469
T3,mccutcheon_CRISPRa,perturbation=MYB,34,0.09777852264586848,0.4561905122422785
T3,mccutcheon_CRISPRa,perturbation=MYB,35,0.13157207055502226,0.4618506122634141
T3,mccutcheon_CRISPRa,perturbation=MYB,36,0.13539078199068336,0.46298348165718584
T3,mccutcheon_CRISPRa,perturbation=MYB,37,0.09376167834094487,0.3520415712652527
T3,mccutcheon_CRISPRa,perturbation=MYB,38,0.20210605576583798,0.5013131945621475
T3,mccutcheon_CRISPRa,perturbation=MYB,39,0.1953282924157624,0.4885185958688224
T3,mccutcheon_CRISPRa,perturbation=MYB,40,0.10032805235753445,0.47385385771455574
T3,mccutcheon_CRISPRa,perturbation=MYB,41,0.1172339265916288,0.49404100736726414
T3,mccutcheon_CRISPRa,perturbation=MYB,42,0.11551930142589016,0.4843152754344908
T3,mccutcheon_CRISPRa,perturbation=MYB,43,0.008240258278376914,0.509596492234841
T3,mccutcheon_CRISPRa,perturbation=MYB,44,0.12321336776733534,0.4378666090422604
T3,mccutcheon_CRISPRa,perturbation=MYB,45,0.1733387728091942,0.4794075021821698
T3,mccutcheon_CRISPRa,perturbation=MYB,46,-0.049176851043776434,0.4119270607248213
T3,mccutcheon_CRISPRa,perturbation=MYB,47,0.16032824175192495,0.4114800332331501
T3,mccutcheon_CRISPRa,perturbation=MYB,48,0.19838831259894996,0.4365777905443014
T3,mccutcheon_CRISPRa,perturbation=MYB,49,0.14606525330693138,0.4704421481131457
T3,mccutcheon_CRISPRa,perturbation=MYB,50,0.14578497350126826,0.40872307139302494
T3,mccutcheon_CRISPRa,perturbation=MYB,51,0.09451126203339742,0.4798681482611922
T3,mccutcheon_CRISPRa,perturbation=MYB,52,0.057117404502038886,0.43232756209650325
T3,mccutcheon_CRISPRa,perturbation=MYB,53,0.15317953256985872,0.4912679799320384
T3,mccutcheon_CRISPRa,perturbation=MYB,54,0.09087739205949125,0.37459884259949133
T3,mccutcheon_CRISPRa,perturbation=MYB,55,0.15260275603412818,0.4846638472160114
T3,mccutcheon_CRISPRa,perturbation=MYB,56,0.0460946453398644,0.48105501008871826
