task_key,unit,stratum,n_treated,n_controls,n_scored_genes,partitions,seed,bundle_path,independent_control_r,shared_control_r,status
T3,chen,perturbation=BPTF,894,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.33717156878982585,0.4394776528925871,estimable
T3,chen,perturbation=NOSIP,1578,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.17798302593262905,0.36828346464155287,estimable
T3,chen,perturbation=SRPRB,1097,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.5017454367927501,0.5942220660676222,estimable
T3,chen,perturbation=U2AF1,652,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.11291220597566815,0.20890868519518097,estimable
T3,chen,perturbation=CYLD,1233,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.2081648401695445,0.36288627474814916,estimable
T3,chen,perturbation=FOXRED2,1343,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.20504224576617594,0.3587776968309654,estimable
T3,chen,perturbation=SMARCA4,1240,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.46162216413025425,0.5742941654441661,estimable
T3,chen,perturbation=PLRG1,1051,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.24465417992347316,0.3757719645827604,estimable
T3,chen,perturbation=SIK3,1548,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.2598921259161147,0.44574920801981177,estimable
T3,chen,perturbation=KIDINS220,1107,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.13909702258205933,0.2825577054469716,estimable
T3,chen,perturbation=NMNAT1,1163,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.16113175244295036,0.30659530985458283,estimable
T3,chen,perturbation=MED28,986,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.42577310545240854,0.533164946120659,estimable
T3,chen,perturbation=TET2,1161,3000,1971,100,1228055108,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,0.23228532461403922,0.3641642894586933,estimable
